### Scenario 1: No Loss/Bit-errors (Error Rate: 0.0, Loss Rate: 0.0)
0.0,0.0,0.07404899597167969
0.0,0.0,0.06554222106933594
0.0,0.0,0.12026333808898926
0.0,0.0,0.07054281234741211
0.0,0.0,0.13811993598937988
0.0,0.0,0.11515212059020996
0.0,0.0,0.11901998519897461
0.0,0.0,0.07268619537353516
0.0,0.0,0.07304763793945312
0.0,0.0,0.0738370418548584
0.0,0.0,0.07268619537353516
0.0,0.0,0.07304763793945312
0.0,0.0,0.0738370418548584
0.0,0.0,0.07304763793945312

### Scenario 2: ACK Packet Bit-error (Error Rate > 0.0, Loss Rate: 0.0)
0.05,0.0,3.150844097137451
0.1,0.0,6.659600734710693
0.15,0.0,10.5070481300354
0.2,0.0,14.65104365348816
0.25,0.0,64.10452508926392
0.3,0.0,86.7923698425293
0.35,0.0,28.256478786468506
0.4,0.0,141.53183603286743
0.45,0.0,190.13450527191162
0.5,0.0,50.5339560508728
0.55,0.0,65.08779692649841
0.6,0.0,395.0468831062317

### Scenario 3: Data Packet Bit-error (Error Rate: 0.0, Loss Rate > 0.0)
0.0,0.05,10.045900106430054
0.0,0.05,8.931887865066528
0.0,0.1,18.29281497001648
0.0,0.1,22.148765802383423
0.0,0.15,37.20192003250122
0.0,0.15,34.11498212814331
0.0,0.2,14.105055093765259
0.0,0.2,50.01914191246033
0.0,0.25,19.321364879608154
0.0,0.25,18.434161901474
0.0,0.3,82.51486396789551
0.0,0.3,24.649358987808228
0.0,0.35,119.65979504585266
0.0,0.35,112.49266409873962
0.0,0.4,37.55662798881531
0.0,0.4,36.130253076553345
0.0,0.45,166.9621660709381
0.0,0.45,189.0268840789795
0.0,0.5,251.69380521774292
0.0,0.5,256.3847658634186
0.0,0.55,348.2857871055603
0.0,0.55,348.2961230278015
0.0,0.6,390.4480481147766

### Scenario 4: ACK Packet Loss (Error Rate: 0.0, Loss Rate > 0.0)
0.0,0.05,10.045900106430054
0.0,0.1,18.29281497001648
0.0,0.15,37.20192003250122
0.0,0.2,14.105055093765259
0.0,0.25,19.321364879608154
0.0,0.3,82.51486396789551
0.0,0.35,119.65979504585266
0.0,0.4,37.55662798881531
0.0,0.45,166.9621660709381
0.0,0.5,251.69380521774292
0.0,0.55,348.2857871055603
0.0,0.6,390.4480481147766

### Scenario 5: Data Packet Loss (Error Rate > 0.0, Loss Rate > 0.0)
0.05,0.05,10.045900106430054
0.1,0.1,18.29281497001648
0.15,0.15,37.20192003250122
0.2,0.2,14.105055093765259
0.25,0.25,19.321364879608154
0.3,0.3,82.51486396789551
0.35,0.35,119.65979504585266
0.4,0.4,37.55662798881531
0.45,0.45,166.9621660709381
0.5,0.5,251.69380521774292
0.55,0.55,348.2857871055603
0.6,0.6,390.4480481147766
